RegionName,City,State,Current_Price,Affordability_Ratio_2023,Clasificacion_IA,Confianza,Datos_Clave
79366,Ransom Canyon,TX,372339.3384299515,3.254468943830568,Regular - Estable,99.91,Growth24: 1.3% | Vacancy: 6.4%
77015,Houston,TX,205381.3083699901,3.54770314634122,Regular - Estable,100.0,Growth24: 1.6% | Vacancy: 2.9%
76137,Fort Worth,TX,325138.409069866,3.8331968355962345,Regular - Estable,100.0,Growth24: -1.4% | Vacancy: 2.7%
78681,Round Rock,TX,500903.8390759569,3.891945636695976,Regular - Estable,99.93,Growth24: -5.4% | Vacancy: 1.0%
78664,Round Rock,TX,357119.35701390967,4.651314723059656,Regular - Estable,99.96,Growth24: -7.5% | Vacancy: 1.5%
79924,El Paso,TX,187601.8794156143,2.9472426581423323,Barata - Alto Potencial,100.0,Growth24: 7.6% | Vacancy: 2.3%
78251,San Antonio,TX,267832.8236521456,3.603523851953244,Regular - Estable,100.0,Growth24: -2.7% | Vacancy: 1.6%
78586,San Benito,TX,152144.69865598774,3.258434563377415,Regular - Estable,98.99,Growth24: 0.6% | Vacancy: 3.1%
75216,Dallas,TX,183123.9947370113,5.048103227089847,Regular - Estable,99.44,Growth24: -3.3% | Vacancy: 3.3%
77546,Friendswood,TX,395254.5296035248,3.153792827941324,Regular - Estable,99.92,Growth24: 1.0% | Vacancy: 1.5%
75025,Plano,TX,578097.0388143287,4.100941106328928,Barata - Alto Potencial,100.0,Growth24: 3.0% | Vacancy: 1.1%
75126,Forney,TX,327675.260119604,3.473626870264313,Regular - Estable,99.99,Growth24: -5.6% | Vacancy: 1.1%
77088,Houston,TX,219242.7530489045,4.104376820124524,Regular - Estable,99.85,Growth24: 1.9% | Vacancy: 2.0%
78852,Eagle Pass,TX,221536.4030257728,3.616030620617932,Barata - Alto Potencial,99.0,Growth24: 8.1% | Vacancy: 3.2%
78665,Round Rock,TX,425199.0508385934,4.054581808974426,Regular - Estable,99.96,Growth24: -8.1% | Vacancy: 2.1%
77581,Pearland,TX,368651.15859657805,3.342762967143627,Regular - Estable,98.48,Growth24: 0.8% | Vacancy: 1.1%
77840,College Station,TX,276705.5373056453,8.197626010800352,Cara - Sobrevalorada,91.52,Growth24: 5.8% | Vacancy: 6.6%
78550,Harlingen,TX,177895.7803282712,3.415785874254292,Regular - Estable,98.5,Growth24: -0.2% | Vacancy: 5.0%
75007,Carrollton,TX,413311.85575984046,3.648487688417645,Barata - Alto Potencial,96.91,Growth24: 2.6% | Vacancy: 1.6%
75061,Irving,TX,305747.3232828242,4.785617992070463,Barata - Alto Potencial,99.38,Growth24: 3.1% | Vacancy: 2.4%
77044,Houston,TX,290435.891970798,3.207009750277265,Regular - Estable,99.96,Growth24: -1.7% | Vacancy: 1.8%
77469,Rosenberg,TX,349259.63091475907,3.4726671264619164,Regular - Estable,99.96,Growth24: -1.0% | Vacancy: 1.1%
75070,McKinney,TX,507324.7288047937,4.701863720228101,Barata - Alto Potencial,88.76,Growth24: 2.1% | Vacancy: 2.2%
78207,San Antonio,TX,108597.88849996009,3.916342854885524,Regular - Estable,100.0,Growth24: -5.5% | Vacancy: 3.8%
75074,Plano,TX,386112.798686041,4.497638334420815,Barata - Alto Potencial,98.98,Growth24: 2.7% | Vacancy: 1.3%
78537,Donna,TX,141667.0465476252,3.467834360426624,Barata - Alto Potencial,98.48,Growth24: 11.1% | Vacancy: 5.2%
78247,San Antonio,TX,284219.1087021441,3.269458764279123,Regular - Estable,100.0,Growth24: -1.3% | Vacancy: 1.1%
78758,Austin,TX,395802.79492706753,6.359424559732685,Regular - Estable,99.97,Growth24: -6.4% | Vacancy: 2.9%
79907,El Paso,TX,169290.4934653012,3.6076346772922503,Barata - Alto Potencial,99.5,Growth24: 7.1% | Vacancy: 2.6%
76119,Fort Worth,TX,198997.01170702,4.16629705895216,Regular - Estable,98.5,Growth24: -0.4% | Vacancy: 2.8%
75104,Cedar Hill,TX,316810.61147617147,3.589965866279244,Regular - Estable,100.0,Growth24: -2.1% | Vacancy: 1.3%
75287,Dallas,TX,483348.0020629405,7.442329408683808,Cara - Sobrevalorada,88.25,Growth24: 3.1% | Vacancy: 4.8%
78155,Seguin,TX,277103.10040317534,4.128880375903273,Regular - Estable,99.83,Growth24: -3.0% | Vacancy: 3.2%
76133,Fort Worth,TX,266556.6724760946,3.752521460905193,Regular - Estable,100.0,Growth24: -0.2% | Vacancy: 2.3%
77089,Houston,TX,274959.77932351874,3.082635409920306,Regular - Estable,100.0,Growth24: 1.1% | Vacancy: 2.1%
77388,Spring,TX,301744.32475562696,2.9928338119851565,Regular - Estable,99.91,Growth24: -1.3% | Vacancy: 1.5%
77498,Sugar Land,TX,329808.8325321992,3.2500375104216457,Barata - Alto Potencial,98.87,Growth24: 2.2% | Vacancy: 2.3%
76549,Killeen,TX,229732.24453086025,3.8176113534269134,Regular - Estable,100.0,Growth24: -2.4% | Vacancy: 3.1%
75080,Richardson,TX,447253.6138382365,4.683338056387377,Barata - Alto Potencial,98.48,Growth24: 4.0% | Vacancy: 2.4%
77099,Houston,TX,220425.3551190396,4.455370316430224,Regular - Estable,99.94,Growth24: 1.4% | Vacancy: 2.9%
75033,Frisco,TX,686936.389483092,3.8651723667835225,Regular - Estable,97.5,Growth24: 1.8% | Vacancy: 1.8%
78744,Austin,TX,356604.4398377482,5.200283362860322,Regular - Estable,99.96,Growth24: -7.6% | Vacancy: 1.4%
77539,Dickinson,TX,287946.9430792741,3.34961779545875,Regular - Estable,100.0,Growth24: -0.2% | Vacancy: 3.0%
75006,Carrollton,TX,358413.1492438619,4.430885277764643,Barata - Alto Potencial,99.48,Growth24: 2.4% | Vacancy: 1.7%
77511,Alvin,TX,289183.4748066611,3.6465641725228815,Regular - Estable,98.83,Growth24: 0.9% | Vacancy: 4.8%
76051,Grapevine,TX,542466.589705618,4.514053889379041,Barata - Alto Potencial,99.5,Growth24: 4.8% | Vacancy: 2.3%
76542,Killeen,TX,257831.11717773988,3.6525127821543104,Regular - Estable,100.0,Growth24: -2.4% | Vacancy: 2.1%
77064,Houston,TX,275734.192555844,3.234094649585877,Regular - Estable,100.0,Growth24: -1.0% | Vacancy: 2.8%
77040,Houston,TX,267771.3753811065,3.900860730793681,Regular - Estable,99.48,Growth24: 1.1% | Vacancy: 1.7%
75062,Irving,TX,305451.65838593984,4.212840395407236,Barata - Alto Potencial,94.6,Growth24: 2.5% | Vacancy: 2.0%
79424,Lubbock,TX,288780.83042665286,3.0597670221291438,Regular - Estable,99.96,Growth24: 0.2% | Vacancy: 2.3%
78748,Austin,TX,433815.1646291544,4.52464548209858,Regular - Estable,99.96,Growth24: -7.2% | Vacancy: 2.2%
78223,San Antonio,TX,189802.37930539204,4.101888370956312,Regular - Estable,100.0,Growth24: -4.9% | Vacancy: 3.8%
76116,Fort Worth,TX,296556.2463657407,5.398758550176441,Regular - Estable,99.5,Growth24: 0.3% | Vacancy: 7.0%
78704,Austin,TX,763462.0134371972,9.4232746635399,Cara - Sobrevalorada,99.5,Growth24: -11.1% | Vacancy: 4.3%
78227,San Antonio,TX,168885.99554455836,3.799220552407588,Regular - Estable,99.99,Growth24: -5.9% | Vacancy: 3.2%
77493,Katy,TX,358122.2122566942,3.234468885730913,Regular - Estable,99.96,Growth24: -1.6% | Vacancy: 2.4%
75028,Flower Mound,TX,547068.6785803394,3.570548481264836,Barata - Alto Potencial,99.5,Growth24: 2.4% | Vacancy: 0.8%
78201,San Antonio,TX,182063.9557997796,4.399940510616044,Regular - Estable,100.0,Growth24: -7.1% | Vacancy: 4.9%
78258,San Antonio,TX,506296.19240588526,4.25210954630191,Regular - Estable,99.5,Growth24: 1.4% | Vacancy: 2.6%
75165,Waxahachie,TX,353232.267539481,4.194262415907665,Regular - Estable,100.0,Growth24: -0.6% | Vacancy: 2.1%
77081,Houston,TX,240133.88354109667,5.672435351824479,Regular - Estable,99.5,Growth24: 1.4% | Vacancy: 3.6%
77093,Houston,TX,174844.78778627593,4.29284401884457,Regular - Estable,100.0,Growth24: -2.2% | Vacancy: 2.9%
75023,Plano,TX,435624.5270751763,3.9954734915375134,Barata - Alto Potencial,96.98,Growth24: 3.2% | Vacancy: 1.6%
75093,Plano,TX,753831.0587403654,5.754610967432589,Regular - Estable,86.5,Growth24: 5.7% | Vacancy: 2.6%
78840,Del Rio,TX,214809.1161082461,3.364948075401738,Barata - Alto Potencial,99.17,Growth24: 2.3% | Vacancy: 4.0%
77338,Humble,TX,235158.8457076196,3.556764317483986,Regular - Estable,100.0,Growth24: -2.5% | Vacancy: 2.0%
75060,Irving,TX,295550.9552873398,4.0670229420598645,Barata - Alto Potencial,97.04,Growth24: 3.9% | Vacancy: 1.8%
75044,Garland,TX,352773.53903161566,3.93182269142265,Regular - Estable,99.5,Growth24: 1.0% | Vacancy: 1.1%
78041,Laredo,TX,238887.2229318788,3.894972072898157,Regular - Estable,99.97,Growth24: 0.4% | Vacancy: 2.1%
78541,Edinburg,TX,205764.40595394847,3.77712177599982,Barata - Alto Potencial,99.5,Growth24: 4.9% | Vacancy: 3.8%
75013,Allen,TX,686938.614845068,4.372536522730896,Barata - Alto Potencial,99.0,Growth24: 2.3% | Vacancy: 2.1%
77057,Houston,TX,282124.3953698123,4.348213417349164,Regular - Estable,98.5,Growth24: 0.3% | Vacancy: 6.6%
76131,Saginaw,TX,343199.7404296226,3.477620941845572,Regular - Estable,100.0,Growth24: -4.5% | Vacancy: 0.5%
76210,Corinth,TX,407309.0182152085,3.7720229087307136,Regular - Estable,99.46,Growth24: -0.7% | Vacancy: 0.8%
75050,Grand Prairie,TX,279980.56671548664,3.942496511089344,Regular - Estable,100.0,Growth24: 1.0% | Vacancy: 1.7%
78582,Rio Grande City,TX,136789.24200183272,3.672116086475502,Regular - Estable,96.35,Growth24: -3.7% | Vacancy: 5.3%
75034,Frisco,TX,697358.7655421266,6.237736934717509,Regular - Estable,90.08,Growth24: 2.8% | Vacancy: 3.2%
78230,San Antonio,TX,358688.3071717743,4.964480776085882,Regular - Estable,100.0,Growth24: 1.3% | Vacancy: 4.9%
76513,Belton,TX,313554.1760985704,3.945935346770016,Regular - Estable,100.0,Growth24: -2.4% | Vacancy: 2.2%
77060,Houston,TX,196646.33026156816,5.078760179286225,Barata - Alto Potencial,96.88,Growth24: 2.3% | Vacancy: 3.4%
77080,Houston,TX,352719.8752057823,5.365524569484402,Barata - Alto Potencial,97.88,Growth24: 2.7% | Vacancy: 3.5%
78759,Austin,TX,670243.4493508223,7.116141569344199,Cara - Sobrevalorada,97.0,Growth24: -6.7% | Vacancy: 3.3%
78741,Austin,TX,358366.9918082067,6.435424751064595,Regular - Estable,99.47,Growth24: -8.7% | Vacancy: 4.1%
76017,Arlington,TX,322686.666085162,3.684324314998003,Regular - Estable,100.0,Growth24: -0.5% | Vacancy: 1.8%
78414,Corpus Christi,TX,309615.7758821523,3.2531815660527847,Regular - Estable,99.96,Growth24: -1.6% | Vacancy: 2.7%
76502,Temple,TX,283645.441638104,3.780772619322271,Regular - Estable,100.0,Growth24: -5.4% | Vacancy: 2.4%
77042,Houston,TX,281312.031495889,4.875980578313063,Regular - Estable,100.0,Growth24: 1.0% | Vacancy: 5.3%
75063,Irving,TX,618090.3069227369,4.928805573193036,Barata - Alto Potencial,100.0,Growth24: 3.9% | Vacancy: 2.4%
77471,Rosenberg,TX,283795.0826390498,3.981771731190821,Regular - Estable,100.0,Growth24: 0.2% | Vacancy: 2.6%
77074,Houston,TX,224486.9737978693,4.562462071225111,Barata - Alto Potencial,99.31,Growth24: 3.1% | Vacancy: 6.2%
77075,Houston,TX,254088.77584601296,3.5271752666407474,Regular - Estable,99.5,Growth24: 0.4% | Vacancy: 2.1%
78573,Alton,TX,207128.31396107585,3.7120161333343473,Barata - Alto Potencial,99.88,Growth24: 7.3% | Vacancy: 3.0%
75019,Coppell,TX,625542.4159948056,4.31486316272109,Barata - Alto Potencial,99.0,Growth24: 3.6% | Vacancy: 1.0%
77055,Houston,TX,602268.1792072001,7.619768616790581,Cara - Sobrevalorada,90.0,Growth24: 4.1% | Vacancy: 3.7%
75220,Dallas,TX,487638.8472159593,7.82998645472886,Cara - Sobrevalorada,78.25,Growth24: 4.4% | Vacancy: 4.5%
79109,Amarillo,TX,226492.26416191377,3.2062162254179567,Regular - Estable,97.98,Growth24: 1.6% | Vacancy: 5.2%
76262,Roanoke,TX,623677.1675577427,4.2101923606935046,Regular - Estable,97.95,Growth24: 1.5% | Vacancy: 1.5%
78043,Laredo,TX,173742.18431282716,3.17585590247886,Regular - Estable,100.0,Growth24: 0.7% | Vacancy: 3.4%
75024,Plano,TX,657246.4210727137,5.340356296138338,Barata - Alto Potencial,97.0,Growth24: 2.8% | Vacancy: 3.5%
77354,,TX,395701.24510971806,3.460580677563902,Regular - Estable,98.83,Growth24: 0.6% | Vacancy: 4.4%
75154,Red Oak,TX,356911.74604830565,3.723437191755951,Regular - Estable,99.96,Growth24: -0.4% | Vacancy: 1.1%
78233,San Antonio,TX,232979.97129394792,3.3119235956239974,Regular - Estable,100.0,Growth24: -2.5% | Vacancy: 2.0%
76108,Fort Worth,TX,292880.9112889355,3.843120321479164,Regular - Estable,100.0,Growth24: -1.8% | Vacancy: 4.1%
79705,Midland,TX,343271.96351709624,3.0092339256754665,Barata - Alto Potencial,99.15,Growth24: 3.9% | Vacancy: 3.3%
78154,Schertz,TX,317526.31821501954,3.421351937446905,Regular - Estable,100.0,Growth24: -3.1% | Vacancy: 1.7%
78216,San Antonio,TX,291059.45486168267,5.268181340845164,Regular - Estable,99.0,Growth24: 1.1% | Vacancy: 6.0%
78108,Cibolo,TX,337491.151555401,3.0542450154204266,Regular - Estable,100.0,Growth24: -3.4% | Vacancy: 1.7%
75703,Tyler,TX,346989.4716593999,4.377672130755357,Barata - Alto Potencial,98.48,Growth24: 3.3% | Vacancy: 6.3%
78221,San Antonio,TX,177348.47329255496,3.082031599175236,Regular - Estable,99.5,Growth24: -6.1% | Vacancy: 4.3%
78589,San Juan,TX,178653.7870429518,3.158497271322554,Barata - Alto Potencial,98.5,Growth24: 8.9% | Vacancy: 2.5%
78213,Castle Hills,TX,208769.27064872443,4.185109543640866,Regular - Estable,100.0,Growth24: -2.8% | Vacancy: 3.4%
78415,Corpus Christi,TX,176002.7465377558,3.3977735877976407,Regular - Estable,100.0,Growth24: -2.8% | Vacancy: 3.0%
78634,Hutto,TX,357972.9426094706,3.597385176222148,Regular - Estable,99.99,Growth24: -8.0% | Vacancy: 0.9%
77339,Houston,TX,297909.3850554777,3.532934924764803,Regular - Estable,100.0,Growth24: -0.5% | Vacancy: 3.4%
77705,Beaumont,TX,139378.65905085084,2.9257416674690586,Regular - Estable,99.5,Growth24: -7.6% | Vacancy: 5.8%
78610,Buda,TX,385981.4141316461,3.9443831401922087,Regular - Estable,99.96,Growth24: -6.6% | Vacancy: 0.9%
76227,Aubrey,TX,390861.3571654544,3.839682417726472,Regular - Estable,100.0,Growth24: -3.5% | Vacancy: 1.3%
77389,Spring,TX,502035.1188618644,3.316907619977219,Regular - Estable,99.0,Growth24: 0.5% | Vacancy: 1.2%
79762,Odessa,TX,246743.860146352,2.9500105235073137,Barata - Alto Potencial,98.65,Growth24: 5.2% | Vacancy: 3.8%
77065,Houston,TX,296488.0575067366,3.8614679222347297,Regular - Estable,99.5,Growth24: 0.5% | Vacancy: 3.2%
76065,Midlothian,TX,456522.0931191712,3.7020832462317497,Regular - Estable,99.96,Growth24: -0.5% | Vacancy: 1.1%
78628,Georgetown,TX,497746.374403642,4.664744740690935,Regular - Estable,99.96,Growth24: -7.0% | Vacancy: 1.5%
75078,Prosper,TX,793476.8680761158,4.089727268119652,Barata - Alto Potencial,98.5,Growth24: 2.2% | Vacancy: 1.6%
78653,Manor,TX,342864.3981138145,4.250262826336222,Regular - Estable,99.96,Growth24: -9.0% | Vacancy: 1.3%
78412,Corpus Christi,TX,199399.38173789685,3.380807540496951,Regular - Estable,100.0,Growth24: -1.4% | Vacancy: 3.4%
76039,Euless,TX,366449.32469403977,4.266720890478157,Regular - Estable,95.52,Growth24: 1.9% | Vacancy: 2.0%
76112,Fort Worth,TX,248835.91041330085,4.364047842946738,Regular - Estable,99.23,Growth24: 0.9% | Vacancy: 4.6%
79423,Lubbock,TX,230140.83184704225,2.842622192536532,Regular - Estable,100.0,Growth24: -0.7% | Vacancy: 2.6%
78209,San Antonio,TX,470514.404672143,5.377889421676681,Barata - Alto Potencial,81.02,Growth24: 3.4% | Vacancy: 7.2%
78006,Boerne,TX,597757.7919315441,5.4011303470665215,Regular - Estable,97.96,Growth24: 0.2% | Vacancy: 2.4%
78109,Converse,TX,252944.693318131,3.0463416692366647,Regular - Estable,100.0,Growth24: -3.0% | Vacancy: 0.6%
79927,Socorro,TX,194562.96527302847,3.428217301398195,Barata - Alto Potencial,99.0,Growth24: 6.2% | Vacancy: 1.7%
77007,Houston,TX,529545.5947593116,3.6463042664575753,Barata - Alto Potencial,96.77,Growth24: 2.8% | Vacancy: 4.9%
76706,Waco,TX,244566.01295326336,5.730892954157879,Regular - Estable,99.94,Growth24: 0.8% | Vacancy: 5.2%
75231,Dallas,TX,301655.2644639828,5.81619339972201,Regular - Estable,99.5,Growth24: -0.2% | Vacancy: 10.1%
77502,Pasadena,TX,212142.64803314675,3.576505371248398,Regular - Estable,100.0,Growth24: 0.1% | Vacancy: 2.2%
78132,New Braunfels,TX,584118.1310334167,4.783141511542696,Regular - Estable,100.0,Growth24: -2.8% | Vacancy: 2.2%
